Work Order,Description,Charge To,Charge To Name,Type,Status,Shift,Priority,Created,Creator,Assigned,Scheduled,Fail Code,Actual Finish,Completion Comments
18060634,60 DAY PM - Line 1 Bread Bagger Feed Conveyor L1SC3,16354,Line 1 Bread Bagger Feed Conveyor L1SC3,PM,Approved,,,2/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18060426,wo#18060426   Muffin Surge Tank ST01  - replace badly leaking control valve above the em surge tank Part# wst 20I39SZMS120PBC  This valve is ordered for complete replacement. per scott Kaman quote #X181177,16369,Muffin Surge Tank ST01,CM,Approved,,2,2/28/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18060334,"18060334  BREAD TYERS:  Replace the bad Auxiliary Board in BT-6 as the replacement part that was in stock didn't work (used board).  Also replace the front plate needed for all 13 of the tyers (worn out), causing issues with the tyers.",BREAD LINE TYERS,BREAD LINE BAG TYERS,CM,Approved,,2,2/27/18,BBUGRNJTHOMPSON,,12/31/1899,,12/31/1899,
18060304,TABBER 4:  REPLACE THE INNER DRIVE PULLEY P/N P25-00180,15926,Muffin Tabber #4,CM,Approved,,2,2/27/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18060297,"L1TC11- I believe trays are grinding against the frame of conveyor (L1TC11) when being pushed by sweeper due to worn belt and wear strips. This is causing an accumulation of tiny shreds of plastic inside of the sweepers. Belt, certain areas of the wear strips, and one of the sprockets are all very worn and all of these should be replaced. Belt is an Intralox 30” wide 1400 series Flat top Acetal and is approximately 40 feet long. Sprockets are Intralox S1400  57PD  145mm. If any other info is needed the asset # is 300-4044-00D conveyor is also marked E-54520 and Conveyor-12",7145,Bread Full Basket Conveyors L1TC11,CM,Approved,,1,2/27/18,BBUGRNJCLAY,,12/31/1899,,12/31/1899,
18060296,L1TC12:  Motor/gearbox is leaking oil through the electrical panel on motor and needs to be replaced. Motor is a Sew-Euro-drive SA47/T  DRE80M4 (see pic of motor plate if more info is needed),7146,Bread Full Basket Conveyors L1TC12,CM,Approved,,2,2/27/18,BBUGRNJCLAY,,12/31/1899,,12/31/1899,
18060278,L1W1:  Replace the discharge belt soon (lacing pulling apart). TAM part# - 1779R21 ( Scott A. had outside contractors making and installing these may want to ask him about ordering),7248,Bread Overwrapper L1W1,CM,Approved,,2,2/26/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18060276,L1W1: Replace the bottom heater belt (starting to burn on seam). TAM part #- 6414 belt,7248,Bread Overwrapper L1W1,CM,Approved,,2,2/26/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18060251,L2B4:  Replace bottom outer bearing on upper scoop connecting link (1604 rs bearing),16336,Bread Bagger L2B4,CM,Approved,,2,2/26/18,BBUGRNKHARRIS,,12/31/1899,,12/31/1899,
18060248,"L2B1:  Replace stripped insert for scoop assembly (inner insert is stripped).  If insert can’t be removed,  replace frame assembly.",16333,Bread Bagger L2B1,CM,Approved,,2,2/26/18,BBUGRNRDACOSTA,,12/31/1899,,12/31/1899,
18060243,BREAD TWIN PACK BAGGER:  Motor on tray conveyor is very loud..sounds like bearing failure. Information on picture of motor plate(above),14023,Bread Twin Pack Bagger,CM,Approved,,2,2/26/18,BBUGRNMIHUNTER,,12/31/1899,,12/31/1899,
18060239,"BREAD TWIN PACK BAGGER:  gearbox for roller conveyor is leaking oil. Info as follows..Cone a drive model #BO31040WAATI, 40:1 ratio, order # CA50-3023",14023,Bread Twin Pack Bagger,CM,Approved,,2,2/26/18,BBUGRNMIHUNTER,,12/31/1899,,12/31/1899,
18060187,"L2CD_2S6:  Replace sprockets, wear strip, and belt.",16140,Line 2 Cooler Discharge Conveyor L2CD_2S6,CM,Approved,,2,2/25/18,BBUGRNEFLORES,,12/31/1899,,12/31/1899,
18060186,L2D2:  Replace motor and gear box,16116,Line 2 Oven Discharge Conveyor L2D2,CM,Approved,,2,2/25/18,BBUGRNSJOHNSON,,12/31/1899,,12/31/1899,
18060128,L8BATL:  Main air supply has a leak; repair or replace if cannot be fixed.,13067,Muffin Auto Tray Loader L8BATL,CM,Approved,,2,2/24/18,BBUGRNRPICHARDO,,12/31/1899,MECH,12/31/1899,"no parts in stock  i order

 parts"
18060125,L8AKK:  Fix Oil Leak,8011,Muffin Splitter / Box Former / Loader L8AKK,CM,Approved,,2,2/24/18,BBUGRNSBOOTH,,12/31/1899,,12/31/1899,
18060098,L1PF4:  at the screen reset machine total is not function good,6715,Bread Basket Loader L1PF4,CM,Approved,,2,2/24/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18059913,"L1TRAYWASHER:  Pre-wash motor is running but output shaft for skimmer drum isn’t turning.  Replace/repair motor issue. Motor info = SEW Euro-Drive R37 DR63LL6 460V 1070 rpm.

requested a parts and quote 3/8/2018 per scott",14570,Bread Basket Washer L1TRAYWASHER,CM,Approved,,2,2/22/18,BBUGRNRDACOSTA,,12/31/1899,,12/31/1899,
18059867,"wo# 18059867   Muffin Auto Tray Loader L7ATL    replace , rebuild  product in feed conveyor , wear strips  sprockets bearings and rollers needed  test run the conveyor once fully assembled. per Scott.

price quote out to amf USA",13066,Muffin Auto Tray Loader L7ATL,CM,Approved,,2,2/22/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18059836,"LANTECH CASE ERECTOR:  REPLACE THE EYE ON THE ACCORDION DISCHARGE CONVEYOR (P/N SM312LVQD, NEED TO ORDER)",6802,LANTECH Case Erector,CM,Approved,,2,2/22/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18059796,"L8C09, L8C10:   replace transfer drive chain it’s stretched out and jumping. Align sprockets and check shaft for wear.",MUFFIN LINE 8,MUFFIN LINE 8,CM,Approved,,1,2/21/18,BBUGRNRDACOSTA,,12/31/1899,,12/31/1899,
18059660,60 DAY PM - Muffin Tabber #7,15929,Muffin Tabber #7,PM,Approved,,,2/21/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18059373,"L2PF1, L2PF2, L2PF3, L2PF4:  Replace pusher lift piston for feed conveyor (4 pistons, part #NCDGBA25-0500, and proper trunions/mounting screws",14704,Bread Basket Loader L2PF1,CM,Approved,,2,2/20/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18059372,"L1ETC10- Replace sprockets (14 -2400 series 16T ,1 1/4” round bore sprockets) and shaft (1-1/4” x 40”long straight key).",6689,Bread Basket Feed Conveyors L1ETC10,CM,Approved,,2,2/20/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18059368,SCALING EQUIPMENT:  Repair the molasses leak in Bread scaling.,INGREDIENTS GR,INGREDIENTS GR,CM,Approved,,2,2/20/18,BBUGRNPCARLUCCI,,12/31/1899,,12/31/1899,
18059353,L2MOLDERA:  Replace key shaft and gearbox (Gearbox Sew part #KA37/T DRN90L4).,15678,Bread Molder - L2MolderA,CM,Approved,,2,2/19/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18059332,L1DM3A:  Replace conveyor belt,7079,Bread Dough Piece Conveyors L1DM3A,CM,Approved,,2,2/19/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18059331,L1DM2B:  Replace conveyor belt,7081,Bread Dough Piece Conveyors L1DM2B,CM,Approved,,2,2/19/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18059330,L1DM2A:  Replace conveyor belt,7078,Bread Dough Piece Conveyors L1DM2A,CM,Approved,,2,2/19/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18059329,L1DM1B:  Replace conveyor belt.,7080,Bread Dough Piece Conveyors L1DM1B,CM,Approved,,2,2/19/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18059320,L8VEMAG:  check flour duster (we are getting an uneven drop on the line causing flour issues down stream and the operator needs to run a higher flour rate).  The 3 lanes closest to the operator are not getting enough flour.  Make necessary adjustments to get even flow.,16009,Muffin Divider L8 Vemag,CM,Approved,,2,2/19/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18059314,"L1ETC13:  Replace balance of conveyor (approximately 37”, ordered 2/19/18).  Also replace “F” channel wear strips (part # VGP7GADNS20. Location = VM-A-20).",6692,Bread Basket Feed Conveyors L1ETC13,CM,Approved,,2,2/19/18,BBUGRNLCOSTA,,12/31/1899,,12/31/1899,
18059303,L1WW33:  Replace leaking gearbox (SAF37DT80K4).,7615,Bread Slicer Feed Conveyors L1WW33,CM,Approved,,2,2/19/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18059301,"L1W3:  Replace front paper guide (broken rollers, shafts, plate front guide LH and RH).",7250,Bread Overwrapper L1W3,CM,Approved,,2,2/19/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18059297,L9OV2 REPLACE THE PRESSURE SWITCH FOR THE HOOD EXHAUST P/N 801111302 ANTUNES CONTROLS NEED TO ORDER NONE IN STOCK  1PC NEEDED,7858,Muffin Band Oven L9OV2,CM,Approved,,2,2/19/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18059062,L2PGA:  Replace solenoid. There are 0 solenoids in stock. A purchase request has been entered into Somax.,15682,Bread Pan Greaser L2PGA,CM,Approved,,2,2/16/18,BBUGRNJRITCHIE,,12/31/1899,,12/31/1899,
18059055,"L8APFC1:  The little white rollers are wear out, need to replace",7956,Muffin Packing Conveyor L8APFC1,CM,Approved,,2,2/16/18,BBUGRNBAHUMADA,,12/31/1899,,12/31/1899,
18059008,"L2W1, L2W2, L2W3, L2W4:  need to replace back tension steel spring keeps broken",BREAD LINE 2 OVERWRAPPERS,LINE 2 WRAPPERS,CM,Approved,,2,2/16/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18058999,L2P8:  Replace broken links,16082,Line 2 Proofer Feed Conveyor L2P8,CM,Approved,,2,2/16/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18058971,L9IP:  Replace damaged spider on topper dispenser drive roller.,7930,Muffin Intermediate Proofer L9IP,CM,Approved,,2,2/15/18,BBUGRNRPICHARDO,,12/31/1899,,12/31/1899,
18058961,L1FLOUR-REC:  The flour reclaim vibrator mounting base need to be welded as production is complaining about the flour coming out.,7121,Bread Flour Reclaim System L1FLOUR-REC,CM,Approved,,2,2/15/18,BBUGRNLCORTEZ,,12/31/1899,,12/31/1899,
18058886,L1W3- operators complain about when cleaning out vacuum filter it is difficult to reinstall filter because there is not a filter guide like in wrapper two canister. May want to repipe like wrapper 4,7250,Bread Overwrapper L1W3,CM,Approved,,2,2/14/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18058491,L1PC:  replace portable jet pan cleaner pipe work nearest the line 1 pan oiler  with a stainless steel ridgid version. this will have quick release clamps. paul dericks to install,7264,Bread Pan Cleaner L1PC,CM,Approved,,2,2/13/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18058482,"L9OV1:  install missing  4 perforated pans in oven 9 in feed (4 perforated pans w/ 415 pieces of 5/8"" dia. tubes).",7857,Muffin Band Oven L9OV1,CM,Approved,,2,2/13/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18058481,TABBER #6 REPLACE MISSING ANVIL ASSY P/N Z8083018R 6pcs NEEDED AND ANVIL RUBBER P/N P37-00012 6pcs NEEDED,15928,Muffin Tabber #6,CM,Approved,,2,2/13/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18058480,TABBER #1 REPLACE MISSING ANVIL ASSY P/N Z8083018L 4pcs NEEDED,15923,Muffin Tabber #1,CM,Approved,,2,2/13/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18058413,L9PB:  replace leaking foot Jones main drive.  This needs to be replaced with the HUB Hera conversion unit. do not schedule without speaking to Scott because base plates are needed.,7996,Muffin Proofer L9PB,CM,Approved,,2,2/12/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18058411,L8PB:  replace leaking foot Jones main drive on line 8 proof box . This needs to be replaced with the HUB Hera conversion unit. do not schedule without speaking to Scott because base plates are needed.,7995,Muffin Proofer L8PB,CM,Approved,,2,2/12/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18058409,L8AGT:  install stainless dimple plate for better transfer . Derrick  sheet metal will make and install . received quote 2/12/2018 per Scott,10186,MUFFIN GAP TRANSPORTER L8AGT,CM,Approved,,2,2/12/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18058408,M05MIX:  Replace 3/8 inch air filter regulator,BREAD LINE 1 MIXING,LINE 1 MIXING AREA EQUIPMENT,CM,Approved,,2,2/12/18,BBUGRNWCARRASCO,,12/31/1899,,12/31/1899,
18058385,L1WS:  Replace wear strips,7678,Bread Splitter / Applicator L1WS,CM,Approved,,2,2/12/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18058381,"L1CD09:  Motor was replaced with a different motor of higher Hp (like replacement not in stock). 
 Replace with the correct motor (Reliance CAT#P14G9257, SPEC#35A003Z541G1, HP 1.5, RPM 1755, FR 145TC).  Also replace the coupling and insert (COUPLING Part # 1657453 and the insert).",6849,Bread Cooler Feed Conveyors L1SC1,CM,Approved,,2,2/12/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18058378,LINE 1 AND LINE 2 MOLDER PRESSURE BOARDS:  Replace all pressure boards locking knobs (BBU Part # 06450-1A21 I need 30 of them).,14515,Bread Molder - L1MolderA,CM,Approved,,2,2/12/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18058377,L2WF14:  motor and gearbox leaking badly,14774,Bread Wrapping Feed Conveyor L2WF14,CM,Approved,,2,2/12/18,BBUGRNMIHUNTER,,12/31/1899,INSPECT,12/31/1899,motor and gearbox leaking oil..work request to follow
18058375,"L1SC4:  Gearbox seal leaking...follow up for work order #18057685...Ohio bear model BM825-R, Motor frame 56, 60:1 ratio..serial # w8265061.00, input hp .956, 1750 rpm",16355,Line 1 Bread Bagger Feed Conveyor L1SC4,CM,Approved,,2,2/12/18,BBUGRNMIHUNTER,,12/31/1899,,12/31/1899,
18058373,L1WS:  Replace topper chain and sprockets replace rear 8 belt sprockets and 4 rear bearings,7678,Bread Splitter / Applicator L1WS,CM,Approved,,2,2/12/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18058367,L2ST_4:  Stack lift chain tensioning bolts are broken or have been cut and are not long enough to support the motor or tension the chain. We do not have any fully threaded hex cap 1/2-13 x 4” grade 8 bolts in stock.,15599,Bread Basket Stacker L2ST_4,CM,Approved,,2,2/12/18,BBUGRNJCLAY,,12/31/1899,,12/31/1899,
18058366,L2OF_P13: Replace drive shaft. Shaft size is 58.5 inches long & 1.25 inches OD.,16154,Line 2 Cooler Discharge Conveyor L2CD_2S13,CM,Approved,,2,2/12/18,BBUGRNSNAZIM,,12/31/1899,,12/31/1899,
18058290,L2EBS4:  Replace bracket (all information with supervisor Marcel).,15342,Bread Basket Sweeper L2EBS4,CM,Approved,,2,2/11/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18058239,L8PB:  Please replace bearing for plaque cleaning brush. (East side).,7995,Muffin Proofer L8PB,CM,Approved,,2,2/10/18,BBUGRNTSZWEJTYS,,12/31/1899,,12/31/1899,
18058236,L7VEMAG:  Replace connector (it is secured with tape).,16010,Muffin Divider L7 Vemag,CM,Approved,1,1,2/10/18,BBUGRNRPICHARDO,,12/31/1899,,12/31/1899,
18058232,EMMIXR1:  Replace front gasket on mixer #1 on EM,16000,Muffin Dough Mixer EMMIXR1,CM,Approved,,2,2/10/18,BBUGRNRPICHARDO,,12/31/1899,,12/31/1899,
18058188,L7CW:  belt needs to be replaced.,7888,Muffin Checkweigher L7CW,CM,Approved,,2,2/9/18,BBUGRNSNAZIM,,12/31/1899,,12/31/1899,
18058171,"L8AB1- the infeed roller conveyor roller pins are worn conveyor needs to be replaced soon  

Need part Numbers from rob orol",7849,Muffin Bagger L8AB1,CM,Approved,,2,2/9/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18058150,"L7PB, L8PB and L9PB:  Replace all damage tray wheels and shaft",7994,Muffin Proofer L7PB,CM,Approved,,2,2/9/18,BBUGRNGSMITH,,12/31/1899,,12/31/1899,
18058149,L9PB:  Replace Cam and Shear,7996,Muffin Proofer L9PB,CM,Approved,,2,2/9/18,BBUGRNGSMITH,,12/31/1899,,12/31/1899,
18058144,L2S2 (RUNNING):  product is flipping over just before entering the slicer blades (ongoing issue).,7654,Bread Slicer L2S2,CM,Approved,,2,2/9/18,BBUGRNMHUGUES,,12/31/1899,,12/31/1899,
18058128,L2TD2:  Replace both 2 hole flange bearings for 1 1/4 shaft,14578,Bread Basket Trash Dump Conveyors L2TD2,CM,Approved,,2,2/9/18,BBUGRNLCOSTA,,12/31/1899,,12/31/1899,
18058041,"L1S1- need to order new safety brake assembly and a new disc motor disc wore into brake pad and caliper could not find part in SOMAX part #is in picture PowerFlo B-46812, also will need a new disc part# 18-D-40 and disc hub part# 18-D-43 UBE parts for the brake assembly we are going to need 3 two for machines and one for stock",7649,Bread Slicer L1S1,CM,Approved,,S,2/8/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18058038,L2B2 (RUNNING):  Recipes/timing causing issues at baggers and slicers,16334,Bread Bagger L2B2,CM,Approved,,2,2/8/18,BBUGRNMHUGUES,,12/31/1899,,12/31/1899,
18057916,"L2WF06:  This work Order (follow-up from WO 18055990) is about information of dancing bearings.  The problem can be the Shaft ( bent ), so we may need to replace the shaft and the 2 bearings. The shaft length is 32 in long, diameter is 1 1/4 , the bearings are also 1 1/4, ( 2 ) bearings.",14766,Bread Wrapping Feed Conveyor L2WF06,CM,Approved,,2,2/7/18,BBUGRNBAHUMADA,,12/31/1899,,12/31/1899,
18057909,L1DIV:  seal keeps leaking,14512,Bread Dough Divider L1DIV,CM,Approved,,2,2/7/18,BBUGRNPSOLTIS,,12/31/1899,,12/31/1899,
18057823,EMMIXR1:  Replace sponge discharge valve,16000,Muffin Dough Mixer EMMIXR1,CM,Approved,,2,2/6/18,BBUGRNGSMITH,,12/31/1899,,12/31/1899,
18057810,365 DAY PM - Bread Overwrapper L1W1,7248,Bread Overwrapper L1W1,PM,Approved,,,2/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18057792,60 DAY PM - Bread Wrapping Feed Conveyor L2WF18,14778,Bread Wrapping Feed Conveyor L2WF18,PM,Approved,,,2/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18057769,90 DAY PM - Muffin Band Oven L9OV1,7857,Muffin Band Oven L9OV1,PM,Approved,,,2/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18057711,180 DAY PM - Muffin Band Oven L9OV1,7857,Muffin Band Oven L9OV1,PM,Approved,,,2/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18057632,180 DAY PM - Muffin Proofer L8PB,7995,Muffin Proofer L8PB,PM,Approved,,,2/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18057613,90 DAY PM - Line 2 Proofer Feed Conveyor L2P3,16072,Line 2 Proofer Feed Conveyor L2P3,PM,Approved,,,2/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18057609,90 DAY PM - Line 2 Proofer Feed Conveyor L2P2,16070,Line 2 Proofer Feed Conveyor L2P2,PM,Approved,,,2/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18057441,L2C2:  Replace belt guide,16124,Line 2 Cooler Feed Conveyor L2C2,CM,Approved,,2,2/6/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18057361,L2TC03A:  needs a new 38 inch 1.25 shaft & a seal master 1.25 bearing 2-14 with a F-526 housing. Motor wobbling.,7152,Bread Full Basket Conveyors L2TC03A,CM,Approved,,1,2/5/18,BBUGRNSNAZIM,,12/31/1899,,12/31/1899,
18057351,LANTECH BOXFORMER:  replace missing/broken springs,15847,Muffin Lantech Boxformer,CM,Approved,,1,2/4/18,BBUGRNADESANTIS,,12/31/1899,BROKE,2/5/2018,
18057350,LANTECH BOX FORMER:  replace missing/broken springs,15847,Muffin Lantech Boxformer,CM,Approved,2,2,2/4/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18057347,"L2WF01 leaking gearbox, oil in motor, replace when parts come in, order placed 2/4/18",7630,Bread Wrapping Feed Conveyor L2WF01,CM,Approved,,2,2/4/18,BBUGRNLCOSTA,,12/31/1899,,12/31/1899,
18057287,"L1SC2:  Gearbox shaft seal leaking. Tigear gearbox part # 26Q60R56, serial #11291, 60:1 ratio, 1-1/4 in output shaft",16350,Line 1 Bread Bagger Feed Conveyor L1SC2,CM,Approved,,2,2/4/18,BBUGRNMIHUNTER,,12/31/1899,,12/31/1899,
18057286,L2OR1:  bearing bad and housing broken. Replace both bearings on shaft.  Bearing is 1-1/4 inches in diameter with a 2 hole housing 3-1/2 inches on center.,14659,Bread Basket Orientor L2OR1,CM,Approved,,2,2/3/18,BBUGRNMIHUNTER,,12/31/1899,,12/31/1899,
18057237,"L9C7:  Replace conveyor.  90*   36” wide we need to replace the whole conveyor, it got to many bent links and it’s jumping on the sprockets, not enough in stock to complete the job only 6 links",7909,Muffin Cooler Discharge Conveyor L9C7,CM,Approved,,2,2/3/18,BBUGRNLCORTEZ,,12/31/1899,,12/31/1899,
18057236,SCALING AREA:  The honey down spout is leaking (this is coming from the outlet pipe in the scaling room).  The shut off valve is either leaking by or not fully closing.  Troubleshoot and repair why honey is leaking out.,7845,Molasses Bulk Pump HONEYPUMP,CM,Approved,,2,2/3/18,BBUGRNPSOLTIS,,12/31/1899,,12/31/1899,
18057231,L2 SECONDARY DOUGH CHUNKER (RUNNING):  we need look at dough level on this  hopper we are getting old dough as the  chunker is pulling from the center forcing dough upward becoming old dough,16398,Line 2 Secondary Dough Chunker,CM,Approved,,2,2/3/18,BBUGRNPSOLTIS,,12/31/1899,,12/31/1899,
18057198,"L7PB:  To replace bad solenoid valve on L7 humidity, heavy air leaks coming from valve",7994,Muffin Proofer L7PB,CM,Approved,,2,2/2/18,BBUGRNMHUNTER,,12/31/1899,,12/31/1899,
18057155,L2ETC08:  the drive band is worn and needs to be replaced.,6701,Bread Basket Feed Conveyors L2ETC08,CM,Approved,,2,2/2/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18057154,L2ETC05- the drive band for the roller bed is missing and needs to be replaced.,6698,Bread Basket Feed Conveyors L2ETC05,CM,Approved,,2,2/2/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18057130,L2PF_R23:  Conveyor belt in need of replacement (40 feet of 900 series friction flat top 7.5 inches wide),16274,Line 2 Pan Feed Conveyor L2PF_R23,CM,Approved,,2,2/2/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18057114,"L9OV1:  Thoroughly check out the oven sump steam supply valve and modulator.  Test to ensure that the valve actually moves when open/closed demand signals are sent.  Additionally, check that the demand signals are being sent.  Disassemble the valve as needed to check/verify the physical integrity of the internal components.  Check any other conditions necessary and repair as possible.",7857,Muffin Band Oven L9OV1,CM,Approved,1,1,2/1/18,BBUGRNDPOWELL,,12/31/1899,PMNF,2/2/2018,
18057113,L1DM2B:  Gearbox oil seal is leaking replace seal or gear box (Gearbox part# 20A10H56),7081,Bread Dough Piece Conveyors L1DM2B,CM,Approved,,2,2/1/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18057081,"L8OV1:  Replace oven modulator motor   for the combustion air.

no part info on this work order?",7855,Muffin Band Oven L8OV1,CM,Approved,,2,2/1/18,BBUGRNGSMITH,,12/31/1899,,12/31/1899,
18057027,L9BMD:  conveyor roller is missing and belt is sliding over shaft causing wear to the belt and extensive damage to shaft. New roller and shaft needs to be ordered or fabricated.,7936,Muffin Metal Detector L9BMD,CM,Approved,,2,2/1/18,BBUGRNJCLAY,,12/31/1899,,12/31/1899,
18057014,L2ST_2 (FAC):  dolly loader floor has some damage making dolly’s not center (L1 dolly loaders have metal sheets and working good).,BBU GREENWICH FACILITY,BBU GREENWICH FACILITY,CM,Approved,,2,2/1/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18056952,180 DAY PM - Bread Overwrapper L1W1,7248,Bread Overwrapper L1W1,PM,Approved,,,1/31/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18056383,L2SIF:  install test version flour duster belts per Mir quote #0049286  I have a purchase request in Jan 31st per scott,15680,Bread Flour Duster L2-FD,CM,Approved,,2,1/31/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18056205,"L2PF3:  Bolt Thread for pusher cylinder stripped.  Cylinder not in stock please order. Please order bolts for cylinder as well, the reason cylinders keep failing is do to wrong bolts being force in cylinder. Cylinder part # is NCDGBA25-0500.",14706,Bread Basket Loader L2PF3,CM,Approved,,2,1/29/18,BBUGRNRDACOSTA,,12/31/1899,,12/31/1899,
18056159,"L2PF_R46:  Replace both drive and idle shafts, bearings, sprockets, and gearbox.",16324,Line 2 (Molder B) Pan Feed (Indexing) Conveyor L2PF_R46,CM,Approved,,2,1/29/18,BBUGRNTCLEAR,,12/31/1899,,12/31/1899,
18056153,L9OV (RUNNING CHECK):  check all line 9  oven exhaust fans on the roof  inspect belts and take amp readings and document each on paper and give to maintenance planner. Provide the motor info with the recordings also.,7857,Muffin Band Oven L9OV1,CM,Approved,,2,1/29/18,BBUGRNSARRICK,,12/31/1899,,12/31/1899,
18056135,"L2DENSTR:  Replace the following; 1-1/4 in shaft (46 in long), (2) 2 hole housing bearings.",14575,Bread Basket Denester L2DENSTR,CM,Approved,,2,1/29/18,BBUGRNMIHUNTER,,12/31/1899,,12/31/1899,
18056134,M05MIX:  belt is loose but we need a 2/1/4 inches by 1 inches drive socket to fit the motor base bolt. The bolts is all rusted out and they was all sprayed up with penetrating oil,7071,Bread Dough Mixer M05MIX,CM,Approved,,2,1/29/18,BBUGRNMHUNTER,,12/31/1899,,12/31/1899,
18056133,M04MIX:  Beater bar bushings need replacing on mixer 4,BREAD LINE 1 MIXERS,BREAD LINE 1 MIXERS,CM,Approved,,1,1/29/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18055790,"L7OV2:  replace broken bearing.    J. Ramirez 2/15/18:  Discharge and in-feed brushes are running ok. bearings (2) pillow block on L7OV2 must be changed immediately (Seal Master NPL-19TC  1-3/16"")     *****Bearings are in the line 7 staging cage*****",7854,Muffin Band Oven L7OV2,CM,Approved,2,1,1/26/18,BBUGRNMGUERRERO,,12/31/1899,INSPECT,3/15/2018,dicharge and infeef bruhes are running ok. bearings (2) pillow block on L7OV2 must be changed inmedi
18055694,L9BC3 REPLACE THE REMAINDER OF THE CONVEYOR BELT WITH NEW CONVEYOR BELTING,14821,Muffin Wrapping Feed Conveyors L9BC3,CM,Approved,,2,1/25/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18055299,180 DAY PM - Bread Dough Divider - L2DIV,15677,Bread Dough Divider - L2DIV,PM,Approved,,,1/23/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18055142,"FAC:     Replace roof unit belts besides #6, already replaced 1/22/17",BBU GREENWICH FACILITY,BBU GREENWICH FACILITY,CM,Approved,1,2,1/22/18,BBUGRNNCRYDER,,12/31/1899,,12/31/1899,
18055138,L8OV1:  Rebuild spare pneumatic piston for band take-up ( use spare kit and re-order the kit ).,7855,Muffin Band Oven L8OV1,CM,Approved,,2,1/22/18,BBUGRNGSMITH,,12/31/1899,,12/31/1899,
18055112,"EMMIX2:  Leaking, rear seal needs to be replaced.",7927,Muffin Dough Mixer EMMIX2,CM,Approved,,2,1/22/18,BBUGRNMGUERRERO,,12/31/1899,,12/31/1899,
